rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,Customer_ID
35.54224908800323,1044.2096070067378,29.54159117521165,2.759132017496502,0.0,33.16487447354915,22.357698460704384,0.0,0.0,18.544418391834775,54.560853414923955,0.0,1.1662112121596122,4.4918914674880694,1.3121243394621513,56.680255072733516,0.0,367.87992824897174,0.0,38.58527711015958,1.3500736094569823,52.71668364094812,0.0,0.0,4.951395934949899,0.0,6.249742702190272,1.3193549548995418,391.3478425224358,5.971558674698158,110.47105311902234,11.996289676874127,32.99471469774387,24.331213533053877,0.0,131.7009431513236,0.0,0.0,11.724746258733868,44.732092623650516,0.9418218275041665,375.5108862373345,19.576168383125765,17.463836696948917,162.90973484501245,43.2621264840529,0.0,0.0,0,10.0,1
82.4607906011259,1417.1601432427003,69.49924925502316,0.0,18.658927137763122,98.66772601281743,19.239642090975806,3.336374225817394,0.0,-90.36865632191869,-17.35552121700683,4.108816920450447,0.03344501821512023,15.145491052217942,0.0,65.59502667583273,0.0,132.60115031603152,1.9261323850034215,104.24498646054911,0.0,124.52736377896898,10.82968861441952,0.0,0.0,0.0,60.67570789196702,0.0,0.0,22.237534654404833,176.01235101543762,0.0,31.331412997917084,17.717333747409505,32.31107301704975,0.0,0.536675202675891,411.0280480207257,2.3176070393822332,60.55421421806349,0.0,75.79476464348404,3.284150109489476,0.0,312.2989924777203,98.06478130317473,0.0,0.0,0,36.0,2
63.12859876307642,669.265806270692,56.50125160975867,5.222920907304666,0.0,0.0,45.76947559062019,2.5337636048563468,0.0,-145.09565964683668,-47.30818878562792,0.0,0.0,0.9965881884621766,0.0,0.0,0.0,165.57814771692694,3.956018933978646,44.30972452904261,0.7185677657867915,52.33811093256266,0.0,5.67356098115293,0.0,2.6277113551210984,0.0,2.1481134026799475,350.5666631233904,0.0,4.788431605669757,21.83200504846306,59.76536194478629,26.088794506749114,42.588036186452,115.7115575455378,0.0,226.62421742193555,0.0,7.610762749092153,1.754086749845208,92.6920855119886,0.0,33.02254601048911,38.13573636910323,164.13169379241637,0.0,2.8189702897571562,1,20.0,3
52.94809017934841,622.5573508550369,59.69760707241055,0.0,169.02601904956572,0.0,76.71630579289435,0.0,0.0,130.92022009511254,,13.423900601652598,0.0,12.770445119442163,0.0,83.91554397130207,0.0,100.7648756768142,0.0,0.0,3.4955476508537635,276.7755261157331,6.283018557107066,0.31027120841192835,24.518314959006265,19.155115891230324,22.218115005608418,0.0,272.6323111407667,3.2006340780295224,0.0,66.65244168850043,10.69188484696306,0.0,46.79920911662437,75.4921622917448,0.0,17.668694678961657,0.0,0.0,1.7848832119578781,334.1642951522364,10.833316136530872,0.0,195.0373859667942,202.42146015008993,0.02469220445522461,2.96460994831918,0,12.0,4
86.42801427961207,0.0,85.14190652480437,0.0,50.17352039450193,23.947054412128573,0.0,0.0,0.0,84.00325163860197,24.90806151090484,11.377678870039894,0.0,11.530136113347671,1.207968733381862,0.0,0.0,85.98026517971563,0.0,160.20243183788673,0.0,230.84359331618415,7.1090054353272984,10.724795555366965,26.014077444198794,11.867487554559439,5.613020880903964,0.45784817143503115,155.3836934894225,0.0,163.11233202322336,0.0,0.0,6.703042770503992,0.0,173.98677020268798,0.0,327.58849879510353,0.0,112.08563044063342,1.1984591750899245,301.6761834510246,12.297097586162318,30.895545895782988,260.4697476881707,70.95197230602514,0.0,0.0,0,9.0,5
53.68502344619732,209.4324654418699,75.986196868348,5.407025627392895,0.0,56.378310075251505,0.5034981025663825,0.0,0.0,251.0581908077689,-4.767022816156048,0.0,0.0,0.0,0.0,46.565093321941504,0.06954837065704839,167.07465225709038,0.0,84.16475959410384,0.0,167.77568294845042,18.990973726204444,2.963384722282977,0.0,4.49273118351903,53.82579525704268,0.0,0.0,32.880187335495435,117.62849368016028,24.00213056545493,0.0,11.615290073501747,108.10338042146769,95.34658798247608,5.544233759165934,11.247825762894934,21.83719266950407,0.0,6.570796796162364,302.0177880435938,1.2209822058676731,26.065972034763234,182.61768307907684,223.62683484281365,0.3191992939395105,6.154699140122189,0,8.0,6
31.357378059855666,503.0579273945908,15.970171675714447,1.9507847274044752,93.84640315554756,55.70168804910553,0.0,0.0,26.163672109140112,-307.13306257975904,5.623955983112884,0.0,0.0,3.115625443331423,1.4927196529292361,50.41802462829179,0.02304758249052341,188.1797314015119,0.0,0.0,2.3428643832194243,12.574523817089585,0.0,10.519448941151703,4.699903552610821,5.021154454740427,38.256804875258894,0.32346859209100315,19.353002044281624,3.3102817349956277,218.87395635352448,39.04060096922274,49.10234582601569,3.0322138614280263,0.0,7.493583364066694,0.0,2.9817630688839643,16.426094748876178,0.0,2.1164050949497386,363.7764011019117,0.0,28.1114720912743,396.6973099260712,37.73310157793415,0.47688776822448575,0.0,1,10.0,7
41.937025642297236,1409.2405223048993,35.961511906028775,0.0,0.0,3.967160572726762,0.0,0.0,0.0,101.99635673643583,-19.299530610455122,5.163693868013145,0.0896207065402013,0.0,0.0,20.13205071199412,0.0,0.0,2.7392990065960183,50.22532677754346,0.0,40.85579041609333,6.545112574049572,1.3087437930516264,2.3854502820393555,16.385451106183176,100.96628668642552,0.8387914479306711,545.5469076621794,2.4512693518945117,0.0,15.40754959851281,81.80431658261492,28.020516441140007,11.526040467711189,212.57773336563469,0.0,407.77991204935665,9.891529285504097,260.6586078349719,1.2569023470322847,96.1065585882333,0.0,11.323249553946326,329.70761525861883,206.47089492553215,0.22778051818155187,3.5565181929211804,1,9.0,8
73.13651701226037,713.3725304786204,37.386485493096195,2.7672202988358148,203.0639044655984,51.89916566077528,9.988979791228969,2.1453138801843386,5.064705595221916,116.11016201283628,76.75535829139952,0.5376900529629252,0.0,0.0,0.040209472547256195,20.238827300624152,0.0,268.051785237305,0.0,102.3375755936091,0.0,277.02582526070523,10.173893402365389,6.805591000010391,0.0,0.0,40.15690864560226,1.229795515704464,0.0,0.0,39.38543328806092,0.0,28.74488701288988,0.0,6.039500430561512,62.04979383529843,0.0,306.4291683713286,3.4126943284308116,134.72486977220802,1.5787452113533469,15.874617213021565,1.3204862507760633,24.437566764089155,131.2992826502853,0.0,0.07215013878228287,9.084481843266023,0,39.0,9
31.227793294158353,168.08423493335584,47.63735794139725,3.3739495980227,0.0,17.131643638010118,0.0,0.0,29.00834026725819,-508.8642917404901,16.660526924223007,20.00639577650697,0.0,16.40804313268302,0.0,1.1302076461878308,0.0,132.63360459366265,11.41835863884992,87.26248821122456,0.0,239.01882983799118,0.0,10.630134121194827,0.0,26.833723282015164,0.0,1.1716948340389666,198.7253827793231,7.026488665612671,118.54263488377129,27.821141968186353,75.43950633336571,38.68767582131677,6.6482824672644885,0.0,0.6704480612318784,127.58616094819928,7.704885678829047,70.54712150311353,5.3303117184432125,568.3046845442273,0.0,26.605208543090278,312.48545763519985,179.0560985022605,0.0,0.0,1,29.0,10
